emp_no,salary,from_date,to_date
21425,62754,22-09-1997,22-09-1998
21425,64776,22-09-1998,11-04-1999
21426,40000,09-09-1991,08-09-1992
21426,41702,08-09-1992,08-09-1993
21426,43654,08-09-1993,08-09-1994
21426,46481,08-09-1994,08-09-1995
21426,48308,08-09-1995,07-09-1996
21426,49972,07-09-1996,07-09-1997
21426,51640,07-09-1997,07-09-1998
21426,52835,07-09-1998,07-09-1999
21426,52772,07-09-1999,06-09-2000
21426,56510,06-09-2000,06-09-2001
21426,57526,06-09-2001,01-01-9999
21427,52800,27-04-1997,27-04-1998
21427,53298,27-04-1998,27-04-1999
21427,56240,27-04-1999,26-04-2000
21427,60444,26-04-2000,26-04-2001
21427,64842,26-04-2001,26-04-2002
21427,67448,26-04-2002,01-01-9999
21428,62653,02-11-1993,02-11-1994
21428,63400,02-11-1994,02-11-1995
21428,66796,02-11-1995,01-11-1996
21428,66319,01-11-1996,01-11-1997
21428,70679,01-11-1997,01-11-1998
21428,74550,01-11-1998,01-11-1999
21428,75496,01-11-1999,31-10-2000
21428,79609,31-10-2000,31-10-2001
21428,81642,31-10-2001,01-01-9999
21429,56729,03-11-1999,02-11-2000
21429,59849,02-11-2000,02-11-2001
21429,61800,02-11-2001,01-01-9999
21430,40000,10-08-1994,10-08-1995
21430,41863,10-08-1995,09-08-1996
21430,41493,09-08-1996,06-10-1996
21431,51492,06-02-1991,06-02-1992
21431,51826,06-02-1992,05-02-1993
21431,52809,05-02-1993,05-02-1994
21431,55100,05-02-1994,05-02-1995
21431,57099,05-02-1995,05-02-1996
21431,57917,05-02-1996,04-02-1997
21431,60969,04-02-1997,04-02-1998
21431,62783,04-02-1998,04-02-1999
21431,62512,04-02-1999,04-02-2000
21431,65308,04-02-2000,03-02-2001
21431,67038,03-02-2001,03-02-2002
21431,68291,03-02-2002,01-01-9999
21432,45799,30-03-1994,30-03-1995
21432,46051,30-03-1995,29-03-1996
21432,47541,29-03-1996,29-03-1997
21432,47185,29-03-1997,29-03-1998
21432,50136,29-03-1998,29-03-1999
21432,53519,29-03-1999,28-03-2000
21432,53936,28-03-2000,28-03-2001
21432,54387,28-03-2001,28-03-2002
21432,58294,28-03-2002,01-01-9999
21433,81265,16-08-1987,15-08-1988
21433,81040,15-08-1988,15-08-1989
21433,81135,15-08-1989,15-08-1990
21433,85398,15-08-1990,15-08-1991
21433,84997,15-08-1991,14-08-1992
21433,87430,14-08-1992,14-08-1993
21433,87088,14-08-1993,14-08-1994
21433,87236,14-08-1994,14-08-1995
21433,88931,14-08-1995,13-08-1996
21433,93368,13-08-1996,13-08-1997
21433,93153,13-08-1997,13-08-1998
21433,93190,13-08-1998,13-08-1999
21433,94654,13-08-1999,12-08-2000
21433,95186,12-08-2000,12-08-2001
21433,96153,12-08-2001,01-01-9999
21434,48162,12-10-1997,12-10-1998
21434,50991,12-10-1998,12-10-1999
21434,50494,12-10-1999,11-10-2000
21434,51575,11-10-2000,11-10-2001
21434,55917,11-10-2001,01-01-9999
21435,40000,20-04-1997,20-04-1998
21435,41015,20-04-1998,20-04-1999
21435,42351,20-04-1999,19-04-2000
21435,46488,19-04-2000,19-04-2001
21435,49777,19-04-2001,19-04-2002
21435,54155,19-04-2002,01-01-9999
21436,53747,17-05-1996,17-05-1997
21436,56314,17-05-1997,17-05-1998
21436,56416,17-05-1998,17-05-1999
21436,58895,17-05-1999,16-05-2000
21436,60603,16-05-2000,16-05-2001
21436,62113,16-05-2001,16-05-2002
21436,65600,16-05-2002,01-01-9999
21437,71581,24-10-1985,24-10-1986
21437,73901,24-10-1986,24-10-1987
21437,75422,24-10-1987,23-10-1988
21437,77064,23-10-1988,23-10-1989
21437,79866,23-10-1989,23-10-1990
21437,80482,23-10-1990,23-10-1991
21437,82397,23-10-1991,22-10-1992
21437,83223,22-10-1992,22-10-1993
21437,85708,22-10-1993,22-10-1994
21437,85457,22-10-1994,22-10-1995
21437,88082,22-10-1995,21-10-1996
21437,92019,21-10-1996,21-10-1997
21437,92111,21-10-1997,14-07-1998
21438,43726,08-01-1995,08-01-1996
21438,45665,08-01-1996,07-01-1997
21438,49904,07-01-1997,07-01-1998
21438,50359,07-01-1998,07-01-1999
21438,53027,07-01-1999,07-01-2000
21438,54937,07-01-2000,06-01-2001
21438,55260,06-01-2001,06-01-2002
21438,58869,06-01-2002,01-01-9999
21439,69181,14-04-1996,14-04-1997
21439,72516,14-04-1997,14-04-1998
21439,73352,14-04-1998,14-04-1999
21439,76230,14-04-1999,13-04-2000
21439,79083,13-04-2000,13-04-2001
21439,81758,13-04-2001,13-04-2002
21439,84337,13-04-2002,01-01-9999
21440,40000,20-08-1999,19-08-2000
21440,40188,19-08-2000,19-08-2001
21440,42019,19-08-2001,01-01-9999
21441,40000,15-02-1999,15-02-2000
21441,44365,15-02-2000,14-02-2001
21441,47398,14-02-2001,09-01-2002
21442,40000,15-08-1996,15-08-1997
21442,43565,15-08-1997,15-08-1998
21442,48060,15-08-1998,15-08-1999
21442,48969,15-08-1999,14-08-2000
21442,49829,14-08-2000,14-08-2001
21442,50801,14-08-2001,01-01-9999
21443,64031,08-06-1985,08-06-1986
21443,66710,08-06-1986,08-06-1987
21443,69722,08-06-1987,07-06-1988
21443,72752,07-06-1988,07-06-1989
21443,73525,07-06-1989,07-06-1990
21443,77839,07-06-1990,07-06-1991
21443,78142,07-06-1991,06-06-1992
21443,79501,06-06-1992,06-06-1993
21443,82613,06-06-1993,06-06-1994
21443,85006,06-06-1994,06-06-1995
21443,86669,06-06-1995,05-06-1996
21443,88310,05-06-1996,05-06-1997
21443,87848,05-06-1997,05-06-1998
21443,88817,05-06-1998,05-06-1999
21443,89189,05-06-1999,04-06-2000
21443,89316,04-06-2000,04-06-2001
21443,92843,04-06-2001,04-06-2002
21443,93599,04-06-2002,01-01-9999
21444,40000,04-11-1987,03-11-1988
21444,42658,03-11-1988,03-11-1989
21444,45413,03-11-1989,03-11-1990
21444,45936,03-11-1990,03-11-1991
21444,49276,03-11-1991,02-11-1992
21444,52256,02-11-1992,02-11-1993
21444,53313,02-11-1993,02-11-1994
21444,54229,02-11-1994,02-11-1995
21444,53855,02-11-1995,01-11-1996
21444,54448,01-11-1996,01-11-1997
21444,54056,01-11-1997,01-11-1998
21444,57245,01-11-1998,01-11-1999
21444,57154,01-11-1999,31-10-2000
21444,61641,31-10-2000,31-10-2001
21444,65337,31-10-2001,01-01-9999
21445,67080,18-10-1986,18-10-1987
21445,69150,18-10-1987,17-10-1988
21445,69025,17-10-1988,17-10-1989
21445,71827,17-10-1989,17-10-1990
21445,74021,17-10-1990,17-10-1991
21445,77184,17-10-1991,16-10-1992
21445,81084,16-10-1992,16-10-1993
21445,84299,16-10-1993,16-10-1994
21445,83993,16-10-1994,16-10-1995
21445,84901,16-10-1995,15-10-1996
21445,89174,15-10-1996,15-10-1997
21445,91767,15-10-1997,15-10-1998
21445,95376,15-10-1998,15-10-1999
21445,96582,15-10-1999,14-10-2000
21445,98916,14-10-2000,14-10-2001
21445,101320,14-10-2001,01-01-9999
21446,40000,10-06-1998,10-06-1999
21446,41322,10-06-1999,09-06-2000
21446,44576,09-06-2000,09-06-2001
21446,44642,09-06-2001,09-06-2002
21446,45670,09-06-2002,01-01-9999
21447,40000,16-08-1988,16-08-1989
21447,44429,16-08-1989,16-08-1990
21447,46783,16-08-1990,16-08-1991
21447,50181,16-08-1991,15-08-1992
21447,50253,15-08-1992,15-08-1993
21447,52049,15-08-1993,15-08-1994
21447,53624,15-08-1994,15-08-1995
21447,54917,15-08-1995,14-08-1996
21447,59209,14-08-1996,14-08-1997
21447,59664,14-08-1997,14-08-1998
21447,59781,14-08-1998,14-08-1999
21447,62547,14-08-1999,13-08-2000
21447,66024,13-08-2000,13-08-2001
21447,69353,13-08-2001,01-01-9999
21448,40342,21-02-1994,21-02-1995
21448,40513,21-02-1995,21-02-1996
21448,42594,21-02-1996,20-02-1997
21448,42566,20-02-1997,20-02-1998
21448,42956,20-02-1998,20-02-1999
21448,44813,20-02-1999,20-02-2000
21448,45570,20-02-2000,19-02-2001
21448,47660,19-02-2001,19-02-2002
21448,47813,19-02-2002,01-01-9999
21449,40000,20-06-1996,05-11-1996
21450,88320,19-04-1995,18-04-1996
21450,90886,18-04-1996,18-04-1997
21450,94348,18-04-1997,18-04-1998
21450,96117,18-04-1998,18-04-1999
21450,97427,18-04-1999,17-04-2000
21450,100101,17-04-2000,17-04-2001
21450,103607,17-04-2001,17-04-2002
21450,107861,17-04-2002,01-01-9999
21451,40000,09-04-1993,09-04-1994
21451,39946,09-04-1994,09-04-1995
21451,44013,09-04-1995,08-04-1996
21451,46492,08-04-1996,08-04-1997
21451,49959,08-04-1997,08-04-1998
21451,50935,08-04-1998,08-04-1999
21451,52396,08-04-1999,07-04-2000
21451,54888,07-04-2000,07-04-2001
21451,58866,07-04-2001,06-04-2002
21451,62243,06-04-2002,01-01-9999
21452,93049,22-10-1992,22-10-1993
21452,96800,22-10-1993,22-10-1994
21452,100379,22-10-1994,22-10-1995
21452,104581,22-10-1995,21-10-1996
21452,106928,21-10-1996,21-10-1997
21452,110874,21-10-1997,21-10-1998
21452,114005,21-10-1998,21-10-1999
21452,114502,21-10-1999,20-10-2000
21452,117222,20-10-2000,20-10-2001
21452,118587,20-10-2001,01-01-9999
21453,61021,31-03-1987,30-03-1988
21453,64612,30-03-1988,30-03-1989
21453,67936,30-03-1989,30-03-1990
21453,69796,30-03-1990,30-03-1991
21453,73665,30-03-1991,29-03-1992
21453,77930,29-03-1992,29-03-1993
21453,77508,29-03-1993,29-03-1994
21453,79272,29-03-1994,29-03-1995
21453,80127,29-03-1995,28-03-1996
21453,82919,28-03-1996,28-03-1997
21453,87336,28-03-1997,28-03-1998
21453,91653,28-03-1998,28-03-1999
21453,91282,28-03-1999,27-03-2000
21453,93023,27-03-2000,27-03-2001
21453,94731,27-03-2001,27-03-2002
21453,95178,27-03-2002,01-01-9999
21454,40000,25-08-1985,25-08-1986
21454,43548,25-08-1986,25-08-1987
21454,44376,25-08-1987,24-08-1988
21454,48642,24-08-1988,24-08-1989
21454,52100,24-08-1989,24-08-1990
21454,52142,24-08-1990,24-08-1991
21454,52583,24-08-1991,23-08-1992
21454,56183,23-08-1992,23-08-1993
21454,60133,23-08-1993,23-08-1994
21454,60322,23-08-1994,23-08-1995
21454,62852,23-08-1995,22-08-1996
21454,66678,22-08-1996,22-08-1997
21454,70231,22-08-1997,22-08-1998
21454,74280,22-08-1998,22-08-1999
21454,74713,22-08-1999,21-08-2000
21454,75413,21-08-2000,21-08-2001
21454,77592,21-08-2001,01-01-9999
21455,65363,16-11-1999,15-11-2000
21455,67717,15-11-2000,15-11-2001
21455,67580,15-11-2001,01-01-9999
21456,44856,13-03-1996,13-03-1997
21456,49355,13-03-1997,13-03-1998
21456,52945,13-03-1998,13-03-1999
21456,53444,13-03-1999,12-03-2000
21456,57562,12-03-2000,12-03-2001
21456,57180,12-03-2001,12-03-2002
21456,59056,12-03-2002,01-01-9999
21457,40000,08-10-1991,07-10-1992
21457,39950,07-10-1992,07-10-1993
21457,42508,07-10-1993,07-10-1994
21457,46770,07-10-1994,07-10-1995
21457,48669,07-10-1995,06-10-1996
21457,49047,06-10-1996,06-10-1997
21457,51573,06-10-1997,06-10-1998
21457,52226,06-10-1998,06-10-1999
21457,52001,06-10-1999,05-10-2000
21457,54812,05-10-2000,05-10-2001
21457,55989,05-10-2001,01-01-9999
21458,40000,25-02-1986,25-02-1987
21458,44439,25-02-1987,25-02-1988
21458,44736,25-02-1988,24-02-1989
21458,44809,24-02-1989,24-02-1990
21458,44967,24-02-1990,24-02-1991
21458,46810,24-02-1991,24-02-1992
21458,48362,24-02-1992,23-02-1993
21458,48972,23-02-1993,19-12-1993
21459,51674,12-10-1987,11-10-1988
21459,54311,11-10-1988,11-10-1989
21459,58517,11-10-1989,11-10-1990
21459,61579,11-10-1990,11-10-1991
21459,62141,11-10-1991,10-10-1992
21459,66153,10-10-1992,10-10-1993
21459,68372,10-10-1993,10-10-1994
21459,70864,10-10-1994,10-10-1995
21459,72464,10-10-1995,09-10-1996
21459,76929,09-10-1996,09-10-1997
21459,77999,09-10-1997,09-10-1998
21459,80351,09-10-1998,09-10-1999
21459,83977,09-10-1999,08-10-2000
21459,87671,08-10-2000,08-10-2001
21459,90842,08-10-2001,01-01-9999
21460,59551,02-12-1991,01-12-1992
21460,61660,01-12-1992,01-12-1993
21460,63547,01-12-1993,01-12-1994
21460,63845,01-12-1994,01-12-1995
21460,65766,01-12-1995,30-11-1996
21460,68648,30-11-1996,30-11-1997
21460,71096,30-11-1997,30-11-1998
21460,71849,30-11-1998,30-11-1999
21460,74983,30-11-1999,29-11-2000
21460,76128,29-11-2000,29-11-2001
21460,79387,29-11-2001,01-01-9999
21461,52464,24-07-1990,24-07-1991
21461,52867,24-07-1991,23-07-1992
21461,53317,23-07-1992,23-07-1993
21461,53252,23-07-1993,23-07-1994
21461,53473,23-07-1994,23-07-1995
21461,55111,23-07-1995,22-07-1996
21461,57094,22-07-1996,22-07-1997
21461,57772,22-07-1997,22-07-1998
21461,61562,22-07-1998,22-07-1999
21461,63796,22-07-1999,21-07-2000
21461,66752,21-07-2000,21-07-2001
21461,67804,21-07-2001,21-07-2002
21461,69424,21-07-2002,01-01-9999
21462,98485,27-05-1990,27-05-1991
21462,98402,27-05-1991,26-05-1992
21462,101248,26-05-1992,26-05-1993
21462,105547,26-05-1993,26-05-1994
21462,107252,26-05-1994,26-05-1995
21462,109541,26-05-1995,25-05-1996
21462,110417,25-05-1996,25-05-1997
21462,113403,25-05-1997,25-05-1998
21462,116654,25-05-1998,25-05-1999
21462,116319,25-05-1999,24-05-2000
21462,116552,24-05-2000,24-05-2001
21462,117090,24-05-2001,24-05-2002
21462,121351,24-05-2002,01-01-9999
21463,40000,17-04-1997,17-04-1998
21463,41802,17-04-1998,17-04-1999
21463,41371,17-04-1999,16-04-2000
21463,43105,16-04-2000,16-04-2001
21463,43552,16-04-2001,16-04-2002
21463,46698,16-04-2002,01-01-9999
21464,71018,04-06-1993,04-06-1994
21464,70691,04-06-1994,04-06-1995
21464,74720,04-06-1995,03-06-1996
21464,74324,03-06-1996,03-06-1997
21464,74353,03-06-1997,03-06-1998
21464,78522,03-06-1998,03-06-1999
21464,78264,03-06-1999,02-06-2000
21464,82285,02-06-2000,28-05-2001
21465,85331,05-03-1985,05-03-1986
21465,87529,05-03-1986,05-03-1987
21465,87819,05-03-1987,04-03-1988
21465,87913,04-03-1988,04-03-1989
21465,88795,04-03-1989,04-03-1990
21465,88935,04-03-1990,04-03-1991
21465,88468,04-03-1991,03-03-1992
21465,89089,03-03-1992,03-03-1993
21465,90921,03-03-1993,03-03-1994
21465,94888,03-03-1994,03-03-1995
21465,97858,03-03-1995,02-03-1996
21465,101579,02-03-1996,02-03-1997
21465,104634,02-03-1997,02-03-1998
21465,108642,02-03-1998,02-03-1999
21465,111265,02-03-1999,01-03-2000
21465,114201,01-03-2000,01-03-2001
21465,115495,01-03-2001,01-03-2002
21465,118361,01-03-2002,01-01-9999
21466,41863,12-09-1985,12-09-1986
21466,44930,12-09-1986,12-09-1987
21466,45066,12-09-1987,11-09-1988
21466,49245,11-09-1988,11-09-1989
21466,52638,11-09-1989,11-09-1990
21466,54472,11-09-1990,11-09-1991
21466,55392,11-09-1991,10-09-1992
21466,55561,10-09-1992,10-09-1993
21466,57500,10-09-1993,10-09-1994
21466,60322,10-09-1994,10-09-1995
21466,60745,10-09-1995,09-09-1996
21466,64870,09-09-1996,09-09-1997
21466,66175,09-09-1997,09-09-1998
21466,70267,09-09-1998,09-09-1999
21466,71451,09-09-1999,08-09-2000
21466,75738,08-09-2000,08-09-2001
21466,78706,08-09-2001,01-01-9999
21467,40000,05-07-1992,05-07-1993
21467,39900,05-07-1993,05-07-1994
21467,41808,05-07-1994,05-07-1995
21467,41804,05-07-1995,04-07-1996
21467,45361,04-07-1996,04-07-1997
21467,47133,04-07-1997,04-07-1998
21467,47888,04-07-1998,04-07-1999
21467,49903,04-07-1999,03-07-2000
21467,50944,03-07-2000,03-07-2001
21467,50700,03-07-2001,03-07-2002
21467,54951,03-07-2002,01-01-9999
21468,40000,19-12-1991,18-12-1992
21468,43702,18-12-1992,18-12-1993
21468,45485,18-12-1993,18-12-1994
21468,48205,18-12-1994,18-12-1995
21468,51242,18-12-1995,17-12-1996
21468,52875,17-12-1996,17-12-1997
21468,53281,17-12-1997,17-12-1998
21468,53994,17-12-1998,17-12-1999
21468,57466,17-12-1999,16-12-2000
21468,60926,16-12-2000,16-12-2001
21468,61363,16-12-2001,01-01-9999
21469,40000,30-04-1985,30-04-1986
21469,42951,30-04-1986,30-04-1987
21469,42454,30-04-1987,29-04-1988
21469,46406,29-04-1988,29-04-1989
21469,46205,29-04-1989,29-04-1990
21469,48175,29-04-1990,29-04-1991
21469,50520,29-04-1991,28-04-1992
21469,52704,28-04-1992,28-04-1993
21469,54245,28-04-1993,28-04-1994
21469,57059,28-04-1994,28-04-1995
21469,58283,28-04-1995,27-04-1996
21469,62071,27-04-1996,27-04-1997
21469,63697,27-04-1997,27-04-1998
21469,64635,27-04-1998,27-04-1999
21469,66518,27-04-1999,26-04-2000
21469,68539,26-04-2000,26-04-2001
21469,70752,26-04-2001,26-04-2002
21469,74416,26-04-2002,01-01-9999
21470,45639,04-02-1985,04-02-1986
21470,46191,04-02-1986,04-02-1987
21470,46367,04-02-1987,04-02-1988
21470,47009,04-02-1988,03-02-1989
21470,49594,03-02-1989,03-02-1990
21470,49466,03-02-1990,03-02-1991
21470,49971,03-02-1991,03-02-1992
21470,51195,03-02-1992,02-02-1993
21470,54563,02-02-1993,02-02-1994
21470,54114,02-02-1994,02-02-1995
21470,55520,02-02-1995,02-02-1996
21470,59550,02-02-1996,01-02-1997
21470,59273,01-02-1997,01-02-1998
21470,62923,01-02-1998,01-02-1999
21470,63004,01-02-1999,01-02-2000
21470,65128,01-02-2000,31-01-2001
21470,65298,31-01-2001,31-01-2002
21470,68286,31-01-2002,01-01-9999
21471,40000,27-10-1995,26-10-1996
21471,42278,26-10-1996,26-10-1997
21471,43288,26-10-1997,25-10-1998
21471,47699,25-10-1998,26-10-1999
21471,48288,26-10-1999,11-11-1999
21472,50307,01-10-1998,01-10-1999
21472,54291,01-10-1999,30-09-2000
21472,55988,30-09-2000,30-09-2001
21472,56717,30-09-2001,01-01-9999
21473,69450,17-11-1998,17-11-1999
21473,69444,17-11-1999,16-11-2000
21473,71606,16-11-2000,16-11-2001
21473,72997,16-11-2001,01-01-9999
21474,59355,24-05-1989,24-05-1990
21474,61243,24-05-1990,24-05-1991
21474,62252,24-05-1991,23-05-1992
21474,64952,23-05-1992,23-05-1993
21474,68714,23-05-1993,23-05-1994
21474,73091,23-05-1994,23-05-1995
21474,72792,23-05-1995,22-05-1996
21474,76533,22-05-1996,22-05-1997
21474,80224,22-05-1997,22-05-1998
21474,79960,22-05-1998,22-05-1999
21474,84405,22-05-1999,21-05-2000
21474,85921,21-05-2000,21-05-2001
21474,85513,21-05-2001,05-07-2001
21475,40000,04-09-1994,04-09-1995
21475,41902,04-09-1995,03-09-1996
21475,44357,03-09-1996,03-09-1997
21475,47902,03-09-1997,03-09-1998
21475,47642,03-09-1998,03-09-1999
21475,48810,03-09-1999,02-09-2000
21475,50309,02-09-2000,02-09-2001
21475,51192,02-09-2001,01-01-9999
21476,67728,23-09-1988,23-09-1989
21476,70209,23-09-1989,23-09-1990
21476,73612,23-09-1990,23-09-1991
21476,78036,23-09-1991,22-09-1992
21476,79676,22-09-1992,22-09-1993
21476,83571,22-09-1993,22-09-1994
21476,86213,22-09-1994,22-09-1995
21476,85951,22-09-1995,21-09-1996
21476,88536,21-09-1996,21-09-1997
21476,88742,21-09-1997,21-09-1998
21476,89753,21-09-1998,21-09-1999
21476,89452,21-09-1999,20-09-2000
21476,93540,20-09-2000,20-09-2001
21476,94801,20-09-2001,01-01-9999
21477,42725,09-06-1997,09-06-1998
21477,44942,09-06-1998,09-06-1999
21477,48262,09-06-1999,08-06-2000
21477,49218,08-06-2000,08-06-2001
21477,49641,08-06-2001,08-06-2002
21477,53186,08-06-2002,01-01-9999
21478,49092,24-12-1999,29-12-1999
21479,42045,19-02-1988,18-02-1989
21479,42241,18-02-1989,18-02-1990
21479,45284,18-02-1990,18-02-1991
21479,45862,18-02-1991,18-02-1992
21479,47185,18-02-1992,17-02-1993
21479,49516,17-02-1993,17-02-1994
21479,49136,17-02-1994,17-02-1995
21479,49402,17-02-1995,17-02-1996
21479,50788,17-02-1996,16-02-1997
21479,50760,16-02-1997,16-02-1998
21479,51337,16-02-1998,16-02-1999
21479,54990,16-02-1999,16-02-2000
21479,58871,16-02-2000,15-02-2001
21479,62892,15-02-2001,15-02-2002
21479,63407,15-02-2002,01-01-9999
21480,40000,17-02-1991,17-02-1992
21480,42648,17-02-1992,16-02-1993
21480,43780,16-02-1993,16-02-1994
21480,45530,16-02-1994,16-02-1995
21480,49167,16-02-1995,16-02-1996
21480,53656,16-02-1996,15-02-1997
21480,56593,15-02-1997,15-02-1998
21480,61001,15-02-1998,15-02-1999
21480,64170,15-02-1999,15-02-2000
21480,67233,15-02-2000,14-02-2001
21480,68053,14-02-2001,14-02-2002
21480,67833,14-02-2002,01-01-9999
21481,65311,21-05-1989,21-05-1990
21481,69013,21-05-1990,21-05-1991
21481,71513,21-05-1991,20-05-1992
21481,72760,20-05-1992,20-05-1993
21481,72717,20-05-1993,20-05-1994
21481,76185,20-05-1994,20-05-1995
21481,78069,20-05-1995,19-05-1996
21481,80855,19-05-1996,19-05-1997
21481,85176,19-05-1997,19-05-1998
21481,86219,19-05-1998,19-05-1999
21481,86687,19-05-1999,18-05-2000
21481,90162,18-05-2000,18-05-2001
21481,90444,18-05-2001,18-05-2002
21481,92864,18-05-2002,01-01-9999
21482,51394,28-07-1998,28-07-1999
21482,54835,28-07-1999,02-03-2000
21483,51052,05-07-1995,04-07-1996
21483,53497,04-07-1996,04-07-1997
21483,57860,04-07-1997,04-07-1998
21483,57528,04-07-1998,04-07-1999
21483,61646,04-07-1999,03-07-2000
21483,65598,03-07-2000,03-07-2001
21483,69676,03-07-2001,03-07-2002
21483,71317,03-07-2002,01-01-9999
21484,66468,27-03-1987,26-03-1988
21484,70860,26-03-1988,26-03-1989
21484,73420,26-03-1989,26-03-1990
21484,74815,26-03-1990,26-03-1991
21484,75157,26-03-1991,25-03-1992
21484,76631,25-03-1992,25-03-1993
21484,76776,25-03-1993,25-03-1994
21484,78536,25-03-1994,25-03-1995
21484,82081,25-03-1995,24-03-1996
21484,82239,24-03-1996,24-03-1997
21484,86012,24-03-1997,24-03-1998
21484,89339,24-03-1998,24-03-1999
21484,89607,24-03-1999,23-03-2000
21484,90992,23-03-2000,23-03-2001
21484,94267,23-03-2001,23-03-2002
21484,98757,23-03-2002,01-01-9999
21485,43066,25-04-1986,25-04-1987
21485,43558,25-04-1987,24-04-1988
21485,47997,24-04-1988,24-04-1989
21485,51486,24-04-1989,24-04-1990
21485,55351,24-04-1990,24-04-1991
21485,59669,24-04-1991,23-04-1992
21485,61523,23-04-1992,23-04-1993
21485,65299,23-04-1993,23-04-1994
21485,65857,23-04-1994,23-04-1995
21485,69234,23-04-1995,22-04-1996
21485,72329,22-04-1996,22-04-1997
21485,73695,22-04-1997,22-04-1998
21485,77656,22-04-1998,22-04-1999
21485,81566,22-04-1999,21-04-2000
21485,81646,21-04-2000,21-04-2001
21485,82127,21-04-2001,21-04-2002
21485,83465,21-04-2002,01-01-9999
21486,69090,22-01-1989,22-01-1990
21486,70474,22-01-1990,22-01-1991
21486,70358,22-01-1991,22-01-1992
21486,71374,22-01-1992,21-01-1993
21486,74502,21-01-1993,21-01-1994
21486,75400,21-01-1994,21-01-1995
21486,77751,21-01-1995,21-01-1996
21486,81502,21-01-1996,20-01-1997
21486,81757,20-01-1997,20-01-1998
21486,82678,20-01-1998,20-01-1999
21486,85532,20-01-1999,20-01-2000
21486,89192,20-01-2000,19-01-2001
21486,88926,19-01-2001,19-01-2002
21486,89024,19-01-2002,01-01-9999
21487,40000,05-11-1991,04-11-1992
21487,43184,04-11-1992,04-11-1993
21487,47133,04-11-1993,04-11-1994
21487,51614,04-11-1994,04-11-1995
21487,54562,04-11-1995,03-11-1996
21487,55948,03-11-1996,03-11-1997
21487,56784,03-11-1997,03-11-1998
21487,57382,03-11-1998,03-11-1999
21487,57679,03-11-1999,02-11-2000
21487,62030,02-11-2000,02-11-2001
21487,64975,02-11-2001,01-01-9999
21488,40000,13-06-1997,13-06-1998
21488,40317,13-06-1998,13-06-1999
21488,44513,13-06-1999,12-06-2000
21488,44702,12-06-2000,12-06-2001
21488,49133,12-06-2001,12-06-2002
21488,50588,12-06-2002,01-01-9999
21489,43146,22-03-1998,06-02-1999
21490,40000,16-07-1994,16-07-1995
21490,39873,16-07-1995,15-07-1996
21490,40567,15-07-1996,15-07-1997
21490,43134,15-07-1997,15-07-1998
21490,47600,15-07-1998,15-07-1999
21490,51630,15-07-1999,14-07-2000
21490,54346,14-07-2000,14-07-2001
21490,57953,14-07-2001,14-07-2002
21490,59105,14-07-2002,01-01-9999
21491,54628,29-12-1994,29-12-1995
21491,59009,29-12-1995,28-12-1996
21491,59876,28-12-1996,28-12-1997
21491,60068,28-12-1997,28-12-1998
21491,59723,28-12-1998,28-12-1999
21491,59633,28-12-1999,27-12-2000
21491,62459,27-12-2000,27-12-2001
21491,66864,27-12-2001,01-01-9999
21492,40000,18-11-1992,18-11-1993
21492,43620,18-11-1993,18-11-1994
21492,43337,18-11-1994,18-11-1995
21492,45741,18-11-1995,17-11-1996
21492,48628,17-11-1996,17-11-1997
21492,52936,17-11-1997,17-11-1998
21492,53661,17-11-1998,17-11-1999
21492,53340,17-11-1999,16-11-2000
21492,57424,16-11-2000,16-11-2001
21492,60419,16-11-2001,01-01-9999
21493,68433,05-05-1992,05-05-1993
21493,69163,05-05-1993,05-05-1994
21493,70920,05-05-1994,05-05-1995
21493,73692,05-05-1995,04-05-1996
21493,75934,04-05-1996,04-05-1997
21493,79399,04-05-1997,04-05-1998
21493,81529,04-05-1998,04-05-1999
21493,85040,04-05-1999,03-05-2000
21493,88470,03-05-2000,03-05-2001
21493,89867,03-05-2001,03-05-2002
21493,91058,03-05-2002,01-01-9999
21494,40000,04-08-1994,04-08-1995
21494,42561,04-08-1995,03-08-1996
21494,42128,03-08-1996,03-08-1997
21494,42105,03-08-1997,03-08-1998
21494,42274,03-08-1998,03-08-1999
21494,44396,03-08-1999,02-08-2000
21494,45854,02-08-2000,02-08-2001
21494,49760,02-08-2001,01-01-9999
21495,40000,30-09-1991,29-09-1992
21495,40691,29-09-1992,29-09-1993
21495,42102,29-09-1993,29-09-1994
21495,44381,29-09-1994,29-09-1995
21495,46177,29-09-1995,28-09-1996
21495,48320,28-09-1996,28-09-1997
21495,49605,28-09-1997,28-09-1998
21495,49588,28-09-1998,28-09-1999
21495,49875,28-09-1999,27-09-2000
21495,54151,27-09-2000,27-09-2001
21495,56697,27-09-2001,01-01-9999
21496,64273,18-12-1990,18-12-1991
21496,68498,18-12-1991,17-12-1992
21496,70776,17-12-1992,17-12-1993
21496,73588,17-12-1993,17-12-1994
21496,76681,17-12-1994,17-12-1995
21496,80895,17-12-1995,16-12-1996
21496,82326,16-12-1996,16-12-1997
21496,83673,16-12-1997,16-12-1998
21496,83980,16-12-1998,16-12-1999
21496,85395,16-12-1999,15-12-2000
21496,86936,15-12-2000,15-12-2001
21496,90417,15-12-2001,01-01-9999
21497,56316,21-01-1990,21-01-1991
21497,59222,21-01-1991,21-01-1992
21497,60371,21-01-1992,20-01-1993
21497,60002,20-01-1993,20-01-1994
