emp_no,dept_no,from_date,to_date
17707,d004,14-10-1996,01-01-9999
17715,d009,14-10-1996,01-01-9999
11007,d005,15-10-1996,01-01-9999
12331,d001,16-10-1996,01-01-9999
12486,d006,16-10-1996,01-01-9999
13053,d003,16-10-1996,01-01-9999
11225,d004,17-10-1996,01-01-9999
15884,d009,17-10-1996,01-01-9999
15468,d004,18-10-1996,01-01-9999
17786,d005,18-10-1996,12-03-1998
18600,d005,18-10-1996,21-05-1999
20639,d003,18-10-1996,01-02-1998
20446,d009,20-10-1996,01-01-9999
14445,d003,21-10-1996,01-01-9999
11544,d002,22-10-1996,01-01-9999
11993,d003,22-10-1996,01-01-9999
16540,d009,22-10-1996,01-01-9999
19448,d007,22-10-1996,10-06-1997
10154,d009,23-10-1996,01-01-9999
14144,d004,23-10-1996,10-10-1998
14707,d007,23-10-1996,01-01-9999
16562,d002,23-10-1996,01-01-9999
17148,d005,23-10-1996,01-01-9999
17358,d004,23-10-1996,29-12-2000
11841,d009,24-10-1996,01-01-9999
12323,d002,24-10-1996,01-01-9999
14809,d004,24-10-1996,01-01-9999
15373,d001,24-10-1996,01-01-9999
15804,d002,24-10-1996,07-12-1999
20184,d001,24-10-1996,01-01-9999
20698,d003,24-10-1996,01-01-9999
11102,d007,25-10-1996,29-08-1997
10946,d009,26-10-1996,01-01-9999
16899,d001,26-10-1996,16-03-2001
18705,d004,27-10-1996,18-11-1997
11357,d001,28-10-1996,01-01-9999
12598,d002,28-10-1996,27-06-1998
12642,d001,28-10-1996,01-01-9999
14066,d007,29-10-1996,01-01-9999
16669,d004,29-10-1996,01-01-9999
15825,d004,30-10-1996,25-09-2001
19359,d005,30-10-1996,01-01-9999
21265,d002,30-10-1996,01-01-9999
15747,d005,31-10-1996,02-07-2000
15776,d007,31-10-1996,01-01-9999
17356,d009,31-10-1996,01-01-9999
14575,d007,01-11-1996,01-01-9999
15106,d005,01-11-1996,01-01-9999
17330,d004,01-11-1996,23-06-2002
11940,d005,02-11-1996,01-01-9999
12685,d007,02-11-1996,01-01-9999
14981,d005,02-11-1996,01-01-9999
17856,d005,02-11-1996,01-01-9999
18965,d006,02-11-1996,01-01-9999
19787,d004,02-11-1996,01-01-9999
19665,d005,03-11-1996,01-01-9999
13606,d007,04-11-1996,22-07-1999
14268,d009,04-11-1996,06-11-1997
16482,d002,04-11-1996,01-01-9999
17105,d007,04-11-1996,01-01-9999
17766,d008,04-11-1996,01-01-9999
12719,d005,05-11-1996,01-01-9999
14886,d007,05-11-1996,05-04-2001
12322,d005,06-11-1996,01-01-9999
12880,d007,06-11-1996,02-06-1999
13466,d007,06-11-1996,01-01-9999
21671,d001,06-11-1996,01-01-9999
10616,d007,07-11-1996,01-01-9999
10827,d002,07-11-1996,01-01-9999
17460,d004,07-11-1996,01-01-9999
19475,d009,07-11-1996,01-01-9999
13948,d002,08-11-1996,01-01-9999
18204,d005,08-11-1996,01-01-9999
18304,d002,08-11-1996,09-06-2001
12132,d004,09-11-1996,01-01-9999
18730,d004,10-11-1996,01-01-9999
13740,d005,11-11-1996,01-01-9999
15040,d002,11-11-1996,19-03-2001
18240,d008,12-11-1996,01-01-9999
17007,d007,13-11-1996,01-01-9999
13048,d005,14-11-1996,01-01-9999
13592,d005,14-11-1996,01-01-9999
14154,d008,14-11-1996,01-01-9999
16601,d004,14-11-1996,17-10-1999
18200,d001,14-11-1996,01-01-9999
18233,d004,14-11-1996,01-01-9999
11505,d006,15-11-1996,01-01-9999
12140,d003,15-11-1996,01-01-9999
10045,d004,16-11-1996,01-01-9999
15136,d002,16-11-1996,01-01-9999
21038,d005,16-11-1996,01-01-9999
10669,d009,17-11-1996,01-01-9999
19911,d007,17-11-1996,01-01-9999
10488,d008,18-11-1996,01-01-9999
16709,d006,18-11-1996,01-01-9999
16815,d004,18-11-1996,27-03-2002
18669,d005,18-11-1996,01-01-9999
13650,d007,19-11-1996,01-01-9999
20812,d009,19-11-1996,01-01-9999
11306,d007,20-11-1996,01-01-9999
11779,d008,21-11-1996,01-01-9999
15890,d003,21-11-1996,01-01-9999
16622,d003,21-11-1996,01-01-9999
12547,d003,23-11-1996,17-10-1997
15408,d008,23-11-1996,01-01-9999
18748,d005,23-11-1996,27-12-1997
18791,d008,23-11-1996,06-07-2001
20142,d005,23-11-1996,01-01-9999
20950,d004,23-11-1996,01-01-9999
10010,d004,24-11-1996,26-06-2000
15167,d008,24-11-1996,01-01-9999
18135,d007,24-11-1996,01-01-9999
19042,d004,24-11-1996,01-01-9999
13016,d005,25-11-1996,18-03-1999
14283,d001,26-11-1996,01-01-9999
16426,d004,27-11-1996,01-01-9999
16508,d008,27-11-1996,01-01-9999
17484,d002,27-11-1996,01-01-9999
12420,d004,28-11-1996,30-06-2000
15053,d007,28-11-1996,01-01-9999
16428,d007,28-11-1996,02-06-2000
11175,d005,29-11-1996,01-01-9999
13445,d004,29-11-1996,01-01-9999
15910,d009,29-11-1996,01-01-9999
11553,d002,30-11-1996,01-01-9999
14428,d007,30-11-1996,01-01-9999
17633,d006,30-11-1996,01-01-9999
18918,d005,30-11-1996,01-01-9999
10506,d005,01-12-1996,01-01-9999
11759,d006,01-12-1996,01-01-9999
11848,d004,01-12-1996,01-01-9999
11898,d004,01-12-1996,01-01-9999
12575,d007,01-12-1996,01-01-9999
21167,d006,01-12-1996,01-01-9999
15880,d004,02-12-1996,01-01-9999
21403,d008,02-12-1996,01-01-9999
10626,d003,03-12-1996,01-01-9999
14186,d004,03-12-1996,01-01-9999
19651,d004,03-12-1996,01-01-9999
17596,d004,04-12-1996,01-01-9999
11650,d009,05-12-1996,01-04-1999
11867,d004,05-12-1996,01-01-9999
17360,d006,05-12-1996,01-01-9999
19935,d005,06-12-1996,01-01-9999
11415,d004,07-12-1996,01-01-9999
14855,d008,07-12-1996,01-01-9999
17600,d004,07-12-1996,01-01-9999
19307,d007,07-12-1996,01-01-9999
20419,d006,07-12-1996,01-01-9999
15458,d005,09-12-1996,07-01-1998
17751,d006,12-12-1996,01-01-9999
19468,d004,12-12-1996,01-01-9999
15985,d002,14-12-1996,01-01-9999
17554,d008,14-12-1996,01-01-9999
14736,d007,15-12-1996,01-01-9999
10500,d005,16-12-1996,01-01-9999
13204,d004,16-12-1996,01-01-9999
11494,d009,17-12-1996,01-01-9999
18206,d004,17-12-1996,30-03-1998
11731,d009,18-12-1996,01-01-9999
17233,d004,18-12-1996,01-01-9999
18246,d007,18-12-1996,01-01-9999
12524,d005,19-12-1996,01-01-9999
12585,d004,19-12-1996,14-07-1999
18549,d004,19-12-1996,01-01-9999
10484,d003,20-12-1996,01-01-9999
17534,d007,20-12-1996,01-01-9999
19812,d005,20-12-1996,25-11-1998
10263,d002,21-12-1996,01-01-9999
11732,d004,22-12-1996,12-07-2002
14262,d009,22-12-1996,01-01-9999
16999,d008,22-12-1996,13-04-1999
19687,d001,23-12-1996,01-01-9999
21411,d004,23-12-1996,03-02-2000
13852,d005,24-12-1996,01-01-9999
15734,d005,24-12-1996,30-01-2002
17161,d003,24-12-1996,01-01-9999
10186,d002,25-12-1996,16-08-1997
10446,d005,25-12-1996,01-01-9999
11889,d005,25-12-1996,01-01-9999
13492,d004,25-12-1996,01-01-9999
17208,d007,25-12-1996,01-01-9999
17167,d005,26-12-1996,03-03-2000
15660,d005,27-12-1996,01-01-9999
16384,d006,27-12-1996,01-01-9999
20720,d003,27-12-1996,17-05-1997
10883,d004,28-12-1996,01-01-9999
12785,d004,29-12-1996,03-03-1997
10839,d004,30-12-1996,01-01-9999
13613,d004,30-12-1996,05-08-2000
15445,d005,30-12-1996,24-09-2000
16366,d007,30-12-1996,01-01-9999
16422,d003,30-12-1996,01-01-9999
16807,d009,30-12-1996,01-01-9999
18177,d005,30-12-1996,01-01-9999
20271,d005,30-12-1996,01-01-9999
13534,d005,31-12-1996,01-01-9999
13654,d004,31-12-1996,01-01-9999
17195,d004,31-12-1996,01-01-9999
17543,d002,31-12-1996,01-01-9999
10858,d005,01-01-1997,01-01-9999
12084,d005,01-01-1997,01-01-9999
15649,d002,01-01-1997,01-01-9999
17957,d006,01-01-1997,01-01-9999
19372,d006,01-01-1997,01-01-9999
21512,d004,01-01-1997,01-01-9999
13921,d001,03-01-1997,18-02-2000
18440,d009,03-01-1997,01-01-9999
19087,d003,03-01-1997,16-12-1999
12227,d009,04-01-1997,10-08-1999
18470,d007,04-01-1997,01-01-9999
15204,d006,05-01-1997,01-01-9999
18056,d004,05-01-1997,01-01-9999
14604,d007,06-01-1997,01-01-9999
17577,d001,06-01-1997,01-01-9999
20032,d001,06-01-1997,01-01-9999
11255,d005,07-01-1997,01-01-9999
13102,d004,07-01-1997,01-01-9999
20510,d005,07-01-1997,11-04-2002
11098,d005,08-01-1997,01-01-9999
14663,d004,08-01-1997,01-01-9999
11924,d004,09-01-1997,01-01-9999
17357,d005,09-01-1997,08-03-2002
17547,d004,09-01-1997,01-01-9999
18265,d007,09-01-1997,09-09-1998
18576,d005,09-01-1997,01-01-9999
12338,d002,10-01-1997,01-01-9999
18690,d004,10-01-1997,01-01-9999
12004,d005,11-01-1997,01-01-9999
18920,d005,11-01-1997,12-04-2000
11885,d005,12-01-1997,01-01-9999
12171,d001,12-01-1997,01-01-9999
13845,d007,12-01-1997,01-01-9999
17730,d002,12-01-1997,01-01-9999
10630,d004,13-01-1997,01-01-9999
13751,d001,13-01-1997,01-01-9999
10975,d009,14-01-1997,01-01-9999
17062,d009,14-01-1997,01-01-9999
11061,d007,15-01-1997,01-01-9999
11072,d004,15-01-1997,01-01-9999
12217,d002,15-01-1997,01-01-9999
18164,d007,17-01-1997,01-01-9999
18335,d005,17-01-1997,01-01-9999
20802,d004,17-01-1997,01-01-9999
21259,d004,17-01-1997,01-01-9999
15921,d007,19-01-1997,22-11-2001
17379,d004,19-01-1997,01-01-9999
14838,d007,20-01-1997,01-01-9999
16464,d005,20-01-1997,01-01-9999
18006,d009,20-01-1997,01-01-9999
19100,d007,20-01-1997,01-01-9999
13064,d004,21-01-1997,02-06-1997
17316,d004,21-01-1997,01-01-9999
18590,d007,21-01-1997,13-07-2000
19022,d005,21-01-1997,01-01-9999
13009,d005,23-01-1997,01-01-9999
16295,d004,23-01-1997,24-09-1999
17300,d007,23-01-1997,01-01-9999
17560,d007,23-01-1997,01-01-9999
21613,d005,23-01-1997,01-01-9999
13557,d005,24-01-1997,06-11-2000
16410,d006,24-01-1997,21-04-1999
19222,d004,24-01-1997,01-01-9999
19537,d006,24-01-1997,03-01-2000
10845,d005,25-01-1997,01-01-9999
16905,d004,25-01-1997,25-10-2000
16001,d007,26-01-1997,01-01-9999
12107,d005,27-01-1997,01-01-9999
13666,d005,27-01-1997,01-01-9999
15267,d005,27-01-1997,01-01-9999
15273,d009,27-01-1997,01-01-9999
15944,d008,27-01-1997,01-01-9999
20111,d007,27-01-1997,01-01-9999
21479,d006,27-01-1997,01-01-9999
14787,d007,28-01-1997,18-08-2001
17211,d005,28-01-1997,11-04-2001
18926,d003,28-01-1997,01-01-9999
21132,d007,28-01-1997,01-01-9999
14634,d004,29-01-1997,07-06-1998
15142,d005,29-01-1997,01-01-9999
15826,d006,29-01-1997,01-01-9999
17378,d007,29-01-1997,23-05-1999
19188,d009,29-01-1997,14-05-1997
18382,d005,30-01-1997,01-01-9999
21036,d004,30-01-1997,01-01-9999
10052,d008,31-01-1997,01-01-9999
10218,d004,31-01-1997,01-01-9999
11361,d009,31-01-1997,01-01-9999
19945,d005,31-01-1997,15-06-2000
20713,d009,31-01-1997,01-01-9999
20660,d004,01-02-1997,01-01-9999
21593,d005,01-02-1997,01-01-9999
10274,d005,02-02-1997,01-01-9999
16596,d008,02-02-1997,05-02-2000
11248,d007,03-02-1997,19-07-1999
13082,d009,03-02-1997,01-01-9999
13227,d007,03-02-1997,01-01-9999
16971,d004,03-02-1997,26-01-2002
19296,d009,03-02-1997,01-01-9999
11396,d005,04-02-1997,01-01-9999
12114,d008,04-02-1997,01-01-9999
10966,d008,05-02-1997,12-11-1999
15943,d004,05-02-1997,16-12-2000
16995,d002,05-02-1997,01-01-9999
19674,d009,05-02-1997,01-01-9999
15504,d005,06-02-1997,01-01-9999
12226,d005,07-02-1997,30-05-2002
16372,d007,07-02-1997,01-01-9999
17532,d001,07-02-1997,01-01-9999
18239,d008,07-02-1997,01-01-9999
12588,d005,08-02-1997,01-01-9999
13260,d005,08-02-1997,01-01-9999
10773,d009,09-02-1997,29-11-1997
10956,d004,10-02-1997,01-01-9999
11904,d007,10-02-1997,12-05-1998
15981,d005,10-02-1997,10-04-1997
14208,d009,11-02-1997,20-07-2000
15783,d007,11-02-1997,01-01-9999
13663,d008,12-02-1997,01-01-9999
13672,d007,12-02-1997,31-10-1998
15080,d004,12-02-1997,01-01-9999
17833,d001,12-02-1997,01-01-9999
16187,d004,13-02-1997,01-01-9999
18685,d001,13-02-1997,01-01-9999
18998,d008,13-02-1997,01-01-9999
10194,d002,14-02-1997,01-01-9999
11095,d009,14-02-1997,01-01-9999
14674,d004,14-02-1997,01-01-9999
18711,d007,14-02-1997,01-01-9999
19521,d004,14-02-1997,01-01-9999
19737,d004,14-02-1997,26-03-1999
13015,d001,15-02-1997,01-01-9999
18779,d002,15-02-1997,01-01-9999
16879,d009,16-02-1997,01-01-9999
19436,d007,16-02-1997,01-01-9999
10567,d001,17-02-1997,01-01-9999
11130,d003,17-02-1997,01-01-9999
13870,d006,17-02-1997,30-05-2002
14130,d001,17-02-1997,01-01-9999
18416,d008,17-02-1997,19-09-1998
19239,d007,17-02-1997,17-05-2001
19349,d003,17-02-1997,01-01-9999
21178,d004,17-02-1997,19-01-1998
10881,d004,18-02-1997,25-10-1998
11483,d007,18-02-1997,01-01-9999
12016,d005,18-02-1997,01-01-9999
13576,d005,18-02-1997,01-01-9999
20861,d007,18-02-1997,11-06-1997
16423,d001,19-02-1997,24-02-2001
21221,d009,19-02-1997,01-01-9999
17823,d007,21-02-1997,01-01-9999
21131,d004,21-02-1997,01-01-9999
17878,d009,23-02-1997,01-01-9999
18358,d004,23-02-1997,01-01-9999
20276,d005,23-02-1997,22-04-1999
20886,d001,24-02-1997,01-01-9999
15978,d006,25-02-1997,07-09-1997
10614,d009,27-02-1997,01-01-9999
12736,d005,27-02-1997,16-01-2001
15411,d005,28-02-1997,14-08-1998
12939,d004,01-03-1997,01-01-9999
13303,d007,01-03-1997,01-01-9999
15670,d004,01-03-1997,01-01-9999
10855,d007,02-03-1997,01-01-9999
14038,d005,02-03-1997,01-01-9999
18804,d001,02-03-1997,01-01-9999
12785,d009,03-03-1997,01-01-9999
16946,d004,03-03-1997,01-01-9999
16078,d006,04-03-1997,22-06-1997
17419,d004,04-03-1997,11-05-2002
17385,d004,05-03-1997,01-01-9999
14625,d005,06-03-1997,01-01-9999
16045,d004,06-03-1997,01-01-9999
15810,d004,07-03-1997,01-01-9999
11917,d004,08-03-1997,01-01-9999
13299,d001,08-03-1997,13-09-1998
17112,d008,09-03-1997,16-07-1998
16978,d005,11-03-1997,01-01-9999
14717,d009,12-03-1997,01-01-9999
10503,d004,13-03-1997,01-01-9999
15830,d002,13-03-1997,01-01-9999
20935,d004,13-03-1997,01-01-9999
16636,d005,14-03-1997,01-01-9999
21163,d001,14-03-1997,01-01-9999
17196,d004,15-03-1997,08-10-1997
18298,d005,16-03-1997,01-01-9999
19611,d003,16-03-1997,01-01-9999
13452,d004,17-03-1997,29-02-2000
14349,d005,17-03-1997,01-01-9999
15724,d006,17-03-1997,01-01-9999
17536,d007,17-03-1997,01-01-9999
19057,d005,17-03-1997,01-01-9999
19197,d001,17-03-1997,01-01-9999
20518,d005,17-03-1997,01-01-9999
21580,d005,17-03-1997,01-01-9999
14947,d005,18-03-1997,02-03-2001
16262,d007,18-03-1997,01-01-9999
18605,d003,18-03-1997,15-02-2000
13081,d007,19-03-1997,29-07-2001
21304,d007,19-03-1997,22-03-1997
12188,d004,20-03-1997,15-10-1998
19167,d004,20-03-1997,01-01-9999
19385,d002,20-03-1997,01-01-9999
12837,d003,21-03-1997,01-01-9999
15517,d006,21-03-1997,01-01-9999
17110,d004,21-03-1997,01-01-9999
17977,d007,22-03-1997,18-12-1998
10867,d004,23-03-1997,22-03-2002
12659,d003,23-03-1997,01-01-9999
18394,d003,23-03-1997,01-01-9999
13903,d004,24-03-1997,01-01-9999
20133,d006,24-03-1997,01-01-9999
15347,d007,25-03-1997,01-01-9999
14193,d005,26-03-1997,01-01-9999
17552,d002,26-03-1997,01-01-9999
21126,d004,26-03-1997,01-01-9999
16466,d004,28-03-1997,01-01-9999
21644,d005,28-03-1997,01-01-9999
12985,d007,29-03-1997,01-01-9999
16030,d001,29-03-1997,01-01-9999
16287,d004,29-03-1997,03-11-1997
19034,d002,29-03-1997,01-01-9999
19682,d002,29-03-1997,01-01-9999
20514,d001,29-03-1997,01-01-9999
10610,d005,30-03-1997,01-01-9999
20879,d009,30-03-1997,01-01-9999
12125,d005,31-03-1997,01-09-1999
14475,d001,31-03-1997,27-08-1997
16541,d003,01-04-1997,01-01-9999
15711,d004,02-04-1997,01-01-9999
16401,d003,02-04-1997,01-01-9999
19607,d004,02-04-1997,01-01-9999
10742,d005,03-04-1997,01-01-9999
10846,d008,03-04-1997,01-01-9999
13788,d004,03-04-1997,12-04-1997
19764,d005,03-04-1997,01-01-9999
20222,d001,03-04-1997,01-01-9999
10440,d005,04-04-1997,30-01-2000
13252,d008,04-04-1997,01-01-9999
19174,d005,04-04-1997,01-01-9999
19556,d005,04-04-1997,01-01-9999
11471,d004,05-04-1997,01-01-9999
14119,d009,05-04-1997,01-01-9999
20711,d008,05-04-1997,14-08-1999
12455,d005,06-04-1997,01-01-9999
13745,d004,07-04-1997,01-01-9999
14517,d005,07-04-1997,01-01-9999
15761,d007,07-04-1997,01-01-9999
16376,d006,07-04-1997,01-01-9999
13953,d005,08-04-1997,01-01-9999
17259,d008,08-04-1997,01-01-9999
11503,d005,09-04-1997,01-01-9999
21078,d004,09-04-1997,01-01-9999
18866,d006,10-04-1997,20-02-2000
19347,d004,10-04-1997,01-01-9999
19553,d008,10-04-1997,01-01-9999
14646,d005,11-04-1997,01-01-9999
15249,d005,11-04-1997,22-03-2002
19563,d001,11-04-1997,01-01-9999
21151,d005,11-04-1997,01-01-9999
12110,d004,12-04-1997,22-05-2002
12333,d005,12-04-1997,01-01-9999
16340,d005,12-04-1997,25-09-2000
16575,d002,12-04-1997,01-01-9999
18587,d005,12-04-1997,01-01-9999
12230,d005,13-04-1997,01-01-9999
15487,d005,13-04-1997,01-01-9999
16501,d008,13-04-1997,01-01-9999
17036,d004,13-04-1997,01-01-9999
18429,d005,13-04-1997,01-01-9999
17729,d005,14-04-1997,08-01-1999
12568,d005,15-04-1997,12-08-2001
19934,d007,15-04-1997,01-01-9999
17255,d007,16-04-1997,01-01-9999
18276,d004,17-04-1997,01-01-9999
19341,d002,17-04-1997,01-01-9999
20040,d004,17-04-1997,25-11-1999
21463,d006,17-04-1997,01-01-9999
11763,d005,18-04-1997,01-01-9999
19064,d009,19-04-1997,04-09-1997
13647,d008,20-04-1997,01-01-9999
21435,d005,20-04-1997,01-01-9999
20300,d007,21-04-1997,01-01-9999
12673,d001,22-04-1997,27-06-1998
12571,d004,23-04-1997,01-01-9999
13898,d007,23-04-1997,01-01-9999
16112,d009,23-04-1997,01-01-9999
15829,d004,24-04-1997,01-01-9999
18243,d003,24-04-1997,01-01-9999
20101,d004,24-04-1997,01-01-9999
21212,d004,24-04-1997,01-01-9999
10844,d005,25-04-1997,01-01-9999
10878,d007,25-04-1997,01-01-9999
20201,d004,25-04-1997,01-01-9999
21168,d008,25-04-1997,01-01-9999
10267,d004,26-04-1997,01-01-9999
10373,d005,26-04-1997,01-01-9999
16522,d001,26-04-1997,01-01-9999
19209,d003,26-04-1997,01-01-9999
20393,d005,26-04-1997,01-01-9999
10992,d005,27-04-1997,01-01-9999
21427,d005,27-04-1997,01-01-9999
10948,d008,29-04-1997,23-06-1997
18330,d006,29-04-1997,01-01-9999
19631,d004,29-04-1997,01-01-9999
18935,d004,30-04-1997,01-01-9999
14696,d004,01-05-1997,01-01-9999
14874,d005,01-05-1997,01-01-9999
18853,d003,01-05-1997,01-01-9999
19797,d001,01-05-1997,01-01-9999
10309,d005,02-05-1997,01-01-9999
15137,d002,02-05-1997,02-04-1998
16846,d004,02-05-1997,01-01-9999
12328,d003,03-05-1997,01-01-9999
12385,d006,03-05-1997,01-01-9999
14948,d002,03-05-1997,02-01-2000
12821,d005,04-05-1997,07-02-2000
14368,d004,04-05-1997,01-01-9999
15967,d007,04-05-1997,01-01-9999
17665,d006,04-05-1997,01-01-9999
20170,d001,04-05-1997,01-01-9999
16962,d005,05-05-1997,01-02-2000
16632,d006,06-05-1997,01-01-9999
20369,d004,06-05-1997,30-05-2001
15679,d009,07-05-1997,01-01-9999
15840,d007,07-05-1997,01-01-9999
20772,d007,07-05-1997,05-11-1998
10087,d007,08-05-1997,09-01-2001
11155,d007,08-05-1997,01-01-9999
11954,d005,08-05-1997,01-01-9999
19822,d007,08-05-1997,01-01-9999
12901,d003,09-05-1997,01-01-9999
16177,d001,09-05-1997,05-08-1999
14611,d007,10-05-1997,01-01-9999
14619,d004,10-05-1997,01-01-9999
15111,d004,10-05-1997,01-01-9999
11387,d004,11-05-1997,13-12-1997
12500,d004,11-05-1997,01-01-9999
12848,d005,11-05-1997,01-01-9999
15772,d002,11-05-1997,01-01-9999
20273,d007,11-05-1997,01-01-9999
20822,d004,11-05-1997,05-09-1998
11266,d006,12-05-1997,01-01-9999
11669,d004,12-05-1997,12-06-2001
18913,d001,12-05-1997,01-01-9999
20158,d004,12-05-1997,01-01-9999
20359,d005,12-05-1997,01-01-9999
11369,d004,13-05-1997,12-12-1999
17616,d007,13-05-1997,08-01-1998
19871,d004,13-05-1997,01-01-9999
12194,d005,15-05-1997,01-01-9999
14752,d005,15-05-1997,01-01-9999
14979,d007,15-05-1997,21-01-2000
15639,d004,15-05-1997,01-01-9999
10633,d007,16-05-1997,01-01-9999
20152,d008,16-05-1997,23-07-2002
15635,d001,17-05-1997,01-01-9999
11154,d004,18-05-1997,01-01-9999
11327,d009,18-05-1997,01-01-9999
14348,d006,19-05-1997,14-06-2002
10987,d005,21-05-1997,01-01-9999
17570,d004,21-05-1997,19-07-1997
11984,d005,22-05-1997,01-01-9999
16687,d005,22-05-1997,01-01-9999
16840,d006,22-05-1997,01-01-9999
17464,d005,22-05-1997,01-01-9999
11439,d004,23-05-1997,01-01-9999
14638,d003,23-05-1997,26-11-1998
14931,d005,23-05-1997,01-01-9999
20299,d001,23-05-1997,01-01-9999
20624,d005,24-05-1997,01-01-9999
11579,d007,25-05-1997,01-01-9999
12479,d005,25-05-1997,01-01-9999
14821,d005,25-05-1997,01-01-9999
10477,d005,26-05-1997,01-01-9999
15535,d004,26-05-1997,01-01-9999
17850,d006,26-05-1997,01-01-9999
14848,d005,27-05-1997,01-01-9999
19086,d005,27-05-1997,01-01-9999
11511,d004,28-05-1997,01-01-9999
19973,d005,28-05-1997,01-01-9999
15348,d005,29-05-1997,01-01-9999
11269,d007,30-05-1997,01-01-9999
12885,d008,30-05-1997,01-01-9999
12921,d009,31-05-1997,02-10-1999
21562,d004,31-05-1997,01-01-9999
13522,d001,01-06-1997,01-01-9999
14168,d005,01-06-1997,01-01-9999
15813,d007,01-06-1997,16-07-1997
16711,d004,01-06-1997,09-04-1998
10797,d004,02-06-1997,01-01-9999
12156,d008,02-06-1997,11-08-1997
13064,d006,02-06-1997,01-01-9999
11288,d001,03-06-1997,28-07-1997
14459,d005,04-06-1997,01-01-9999
12614,d001,05-06-1997,10-03-1998
16690,d004,05-06-1997,01-01-9999
10786,d004,06-06-1997,10-12-2001
14861,d005,06-06-1997,01-01-9999
15633,d003,06-06-1997,20-08-1997
19518,d002,06-06-1997,21-05-1998
21779,d002,06-06-1997,01-01-9999
18550,d002,07-06-1997,01-01-9999
21275,d001,07-06-1997,01-01-9999
21302,d002,07-06-1997,01-01-9999
10093,d007,08-06-1997,01-01-9999
13538,d006,08-06-1997,05-05-2002
13585,d006,08-06-1997,01-01-9999
15440,d002,08-06-1997,13-09-1998
10804,d007,09-06-1997,01-01-9999
11282,d007,09-06-1997,01-01-9999
12267,d004,09-06-1997,01-01-9999
21477,d007,09-06-1997,01-01-9999
12603,d003,10-06-1997,01-01-9999
13335,d007,10-06-1997,01-01-9999
19448,d009,10-06-1997,01-01-9999
19672,d001,10-06-1997,01-01-9999
11445,d005,11-06-1997,23-02-2001
20861,d001,11-06-1997,01-01-9999
11519,d007,12-06-1997,01-01-9999
12104,d004,12-06-1997,08-02-2002
21573,d002,12-06-1997,21-10-1997
21675,d004,12-06-1997,01-01-9999
15187,d005,13-06-1997,21-01-2000
18684,d002,13-06-1997,01-01-9999
21488,d008,13-06-1997,18-12-1998
16439,d005,15-06-1997,30-03-1999
11153,d002,17-06-1997,01-01-9999
10132,d002,18-06-1997,01-01-9999
13549,d005,18-06-1997,01-01-9999
19412,d005,18-06-1997,01-01-9999
20797,d003,18-06-1997,29-11-2001
21047,d008,19-06-1997,01-01-9999
13772,d006,20-06-1997,01-01-9999
14526,d002,20-06-1997,01-01-9999
16434,d005,21-06-1997,01-01-9999
19172,d008,21-06-1997,01-01-9999
19366,d003,21-06-1997,01-01-9999
19066,d004,22-06-1997,01-01-9999
10683,d004,23-06-1997,01-01-9999
18105,d005,23-06-1997,14-06-1998
18697,d001,23-06-1997,01-01-9999
19287,d004,23-06-1997,01-01-9999
21383,d003,23-06-1997,01-01-9999
12148,d004,24-06-1997,21-11-1997
12562,d001,24-06-1997,01-01-9999
18383,d001,24-06-1997,01-01-9999
19585,d001,24-06-1997,01-01-9999
13285,d005,25-06-1997,02-11-2000
16848,d001,25-06-1997,01-01-9999
11590,d005,26-06-1997,01-01-9999
11961,d007,26-06-1997,01-01-9999
18942,d005,26-06-1997,01-01-9999
17579,d005,27-06-1997,01-01-9999
19806,d005,27-06-1997,01-01-9999
10459,d003,28-06-1997,14-06-1998
12005,d004,28-06-1997,01-01-9999
17899,d004,28-06-1997,01-01-9999
18652,d007,28-06-1997,01-01-9999
18738,d005,28-06-1997,01-01-9999
16345,d005,29-06-1997,06-11-2001
10561,d007,30-06-1997,01-01-9999
10940,d005,30-06-1997,02-12-1999
11056,d007,01-07-1997,01-01-9999
16592,d005,01-07-1997,01-01-9999
11540,d004,02-07-1997,01-01-9999
11749,d005,02-07-1997,01-01-9999
11823,d008,02-07-1997,01-01-9999
17614,d004,03-07-1997,01-01-9999
10529,d005,04-07-1997,12-06-1999
10655,d002,04-07-1997,22-11-2000
19403,d008,04-07-1997,01-01-9999
13000,d005,05-07-1997,01-01-9999
19974,d009,05-07-1997,01-01-9999
10782,d008,06-07-1997,30-03-2002
11430,d007,06-07-1997,01-01-9999
15489,d007,06-07-1997,01-01-9999
19771,d002,06-07-1997,01-01-9999
14755,d003,07-07-1997,01-01-9999
18294,d001,07-07-1997,01-01-9999
20558,d003,07-07-1997,01-01-9999
20676,d005,07-07-1997,01-01-9999
10811,d004,08-07-1997,01-01-9999
13277,d008,08-07-1997,02-04-2000
13567,d003,08-07-1997,01-04-2002
10080,d003,09-07-1997,01-01-9999
12390,d007,09-07-1997,01-01-9999
12235,d007,10-07-1997,01-01-9999
20443,d004,10-07-1997,12-07-2000
16449,d005,11-07-1997,01-01-9999
20807,d007,11-07-1997,01-01-9999
17485,d001,12-07-1997,01-01-9999
18007,d005,12-07-1997,10-01-2001
18966,d004,13-07-1997,01-01-9999
10723,d004,14-07-1997,01-01-9999
20695,d009,14-07-1997,04-10-1999
10767,d007,15-07-1997,01-01-9999
17994,d007,15-07-1997,01-01-9999
21401,d004,15-07-1997,30-08-2001
